name,menu,location,y,x,area
파크 하얏트 서울 더라운지,당근 초콜릿 빙수,서울 강남구 테헤란로 606,37.5087336734837,127.06428174430401,서울
낙서파전,파전,서울 동대문구 회기로28길 11,37.5893368741222,127.05622770001601,서울
여의도 메리어트 파크카페,알로하빙수,서울 영등포구 여의대로 8,37.52121777362721,126.91858364960699,서울
천하장사,모듬 구이,전북 군산시 하신1길 14,35.9684496001293,126.6985563757,전북
옛날빈대떡,고기녹두빈대떡,서울 양천구 목2동 515-5,37.546615463395,126.875676332722,서울
먹거리 양곱창,곱창구이,서울 서초구 잠원동 22-1,37.5147783721087,127.01767226657302,서울
일번지포장마차,시골돼지볶음,서울 동작구 사당동 1030-3,37.480519661150396,126.981085697546,서울
대합탕수제비포장마차,수제비대합탕,서울 양천구 목동 912,37.5341158028542,126.88208378443301,서울
바오담,브런치2인,서울 영등포구 당산로27길 9-2,37.524986510332106,126.89528800290701,서울
빨대네집,물회,서울 양천구 은행정로1길 2,37.5205135733601,126.85967475573901,서울
미우야,소바스시,서울 서초구 강남대로23길 90,37.4740215871431,127.035360489882,서울
미미면가,냉소바,서울 강남구 신사동 521-16,37.5200881442239,127.021096641003,서울
이자카야 카덴,런치벤또,서울 서대문구 연희동 81-1,37.5725025614701,126.935057644154,서울
마키보이,샌드마키,서울 영등포구 여의대방로 383,37.5193436883433,126.931504190261,서울
오후의 과일,수플레 팬케이크,서울 관악구 관악로14길 15,37.4792433156421,126.953504196407,서울
로만테이,이소베마끼,서울 강남구 선릉로155길 29,37.525676799981106,127.037146717872,서울
보라,보라 빙수,서울 종로구 율곡로3길 75-3,37.5789876424684,126.981937960219,서울
비채나,한식 코스요리,서울 송파구 신천동 29,37.513101157342,127.10343320289302,서울
그릴데미그라스,함박스테이크,서울 종로구 팔판동 128,37.582585184706296,126.980577951933,서울
논현장어,장어냉수육,서울 강남구 학동로 106,37.511224071595294,127.022549261694,서울
반미니,"라면, 점보닭다리",서울 서초구 반포동 115-6,37.5090558115433,126.99585962816002,서울
원조포장마차,병어찜,서울 송파구 가락동 96-18,37.494362094093,127.11791113191299,서울
크림필즈,쿠키몬스터컵케이크,서울 서대문구 연희맛로 33,37.5680066583233,126.930576867248,서울
추억닭발,추억닭발,인천 부평구 부평문화로 47,37.494137251367896,126.72145484532801,인천
스즈란테이,히레까스,서울 용산구 이촌동 301-151,37.52001611359,126.97416456373399,서울
유정식당,흑돼지돌솥비빔밥,서울 강남구 논현동 8-8,37.518388300306796,127.028076521822,서울
프랑스포차,"슈크르트, 부야베스",서울 성동구 성수동2가 315-30,37.54336441597809,127.054790372046,서울
이라면,깨치면,경기 수원시 장안구 율전동 433-121,37.296984728569,126.971455587783,경기
그동네떡볶이,마늘기름떡볶이,서울 마포구 와우산로27길 14,37.5541310544794,126.927600206478,서울
오리지널 팬케이크 하우스,더치베이비,서울 강남구 강남대로162길 41,37.5210023004665,127.021602663764,서울
을지OB베어,"노가리, 호프",서울 중구 을지로3가 95-4,37.567030464971204,126.99181222443501,서울
수엔 190,팔진초면,서울 중구 퇴계로 190,37.5605459732738,126.992880571124,서울
발리비스트로,나시고랭,서울 마포구 노고산동 31-74,37.553686509275295,126.937894754377,서울
불이아,불이아 정식,서울 강남구 역삼동 668-14,37.5025393275839,127.03644639972201,서울
줘마양다리구이,양다리구이,서울 영등포구 대림동 1056-7,37.4915638534037,126.897253366648,서울
매화반점,"깐풍기, 깐쇼새우",서울 광진구 자양동 5-11,37.53843546321279,127.06849109264,서울
콘래드서울 37그릴앤바,망고 빙수,서울 영등포구 국제금융로 10,37.5251775245928,126.924876706923,서울
